n,s1,1_p_s2,s2,beta,q,sqrt_q,rep_no,eigen_mat_rerr,eigen_mat_terr,eigen_mat_gerr,eigen_mat_ev_time,eigen_mat_cal_translation_time
500,1,0.0,0.0,1,1,1,0,0.10528363413675229,0.06359745656604991,0.14709251482095115,0.4701519012451172,0.06559300422668457
500,1,0.0,0.0,1,1,1,1,0.1039097080022734,0.09229269971519126,0.17228324942654497,0.599684476852417,0.1327345371246338
500,1,0.0,0.0,1,1,1,2,0.0991588262124222,0.07052354137905543,0.14835249096181408,0.652045726776123,0.1289668083190918
500,1,0.0,0.0,1,1,1,3,0.10401902860903829,0.07249250021230835,0.17025883027268107,0.6234121322631836,0.11104536056518555
500,1,0.0,0.0,1,1,1,4,0.11729326934744255,0.07138322089664743,0.15773150014699466,0.6137051582336426,0.12014460563659668
500,1,0.0,0.0,1,1,1,5,0.09410322308587091,0.06378256124169267,0.15788578432756356,0.6026949882507324,0.12375783920288086
500,1,0.0,0.0,1,1,1,6,0.10251726669183323,0.07232859340812892,0.16482881743728622,0.6402285099029541,0.11489105224609375
500,1,0.0,0.0,1,1,1,7,0.10367443499512148,0.06880818751010684,0.1497664747252293,0.6279447078704834,0.12589573860168457
500,1,0.0,0.0,1,1,1,8,0.10122035466728428,0.06551664062242583,0.15159638733666808,0.5677957534790039,0.1125335693359375
500,1,0.0,0.0,1,1,1,9,0.10312615885455231,0.06714279105895717,0.15886524033891575,0.6020331382751465,0.11325526237487793
500,1,0.0,0.0,1,1,1,10,0.11730129818612846,0.07564604456444264,0.15952250821076783,0.5993077754974365,0.11600899696350098
500,1,0.0,0.0,1,1,1,11,0.10401751270524416,0.06860389681910535,0.14452201929062247,0.6076657772064209,0.12112784385681152
500,1,0.0,0.0,1,1,1,12,0.12098217088227689,0.07282136217337638,0.16212450635686243,0.7262334823608398,0.11823487281799316
500,1,0.0,0.0,1,1,1,13,0.10230314976307664,0.08136555257672616,0.16550795265247287,0.6027679443359375,0.12838530540466309
500,1,0.0,0.0,1,1,1,14,0.11173585035662549,0.06858686381939944,0.16567676248267676,0.6085436344146729,0.13545775413513184
500,1,0.0,0.0,1,1,1,15,0.10935615156312113,0.06784512135924417,0.1604210082252107,0.6573305130004883,0.1067969799041748
500,1,0.0,0.0,1,1,1,16,0.10966735179616287,0.06616224885850323,0.1491283867546544,0.7961678504943848,0.15729045867919922
500,1,0.0,0.0,1,1,1,17,0.11925827452700408,0.057999585848449914,0.1481931339202504,0.8612873554229736,0.18195366859436035
500,1,0.0,0.0,1,1,1,18,0.11185015101767966,0.06714583237624612,0.16147056199388993,0.97015380859375,0.14252877235412598
500,1,0.0,0.0,1,1,1,19,0.11430512470444179,0.06796388982710527,0.15535339939329024,0.8185849189758301,0.13570070266723633
500,1,0.0,0.0,1,1,1,20,0.10950898290087986,0.06723373454803869,0.14429294486087074,0.7849178314208984,0.15641236305236816
500,1,0.0,0.0,1,1,1,21,0.11864551741821378,0.06792198061946196,0.18077070004670998,0.7035257816314697,0.17583465576171875
500,1,0.0,0.0,1,1,1,22,0.11189423703251235,0.08177363575019302,0.1529938431032513,0.8313026428222656,0.11485981941223145
500,1,0.0,0.0,1,1,1,23,0.10959044116844488,0.06908361537187523,0.1558006507603076,0.9563696384429932,0.1701662540435791
500,1,0.0,0.0,1,1,1,24,0.10176928223739551,0.06658009800835953,0.13901578184794933,0.7713680267333984,0.13457989692687988
500,1,0.1236,0.06,1,1,1,0,0.11785543731317066,0.06961292308703787,0.1558742220017201,0.9110944271087646,0.15479755401611328
