n,s1,1_p_s2,s2,beta,q,sqrt_q,rep_no,eigen_mat_rerr,eigen_mat_terr,eigen_mat_ev_time,eigen_mat_cal_translation_time
500,0.0,3.84,1.2,1,1,1,0,0.07489518586600352,0.16483517281684795,0.3814542293548584,0.07538151741027832
500,0.0,3.84,1.2,1,1,1,1,0.08734127763246775,0.13172036594586403,0.7752745151519775,0.08111691474914551
500,0.0,3.84,1.2,1,1,1,2,0.07172143174368112,0.13679673613624574,0.4137887954711914,0.07500553131103516
500,0.0,3.84,1.2,1,1,1,3,0.06916690960124347,0.15060961798187916,0.5357639789581299,0.07755446434020996
500,0.0,3.84,1.2,1,1,1,4,0.0727783740840639,0.138597577619844,0.4380922317504883,0.07492375373840332
500,0.0,3.84,1.2,1,1,1,5,0.0745962626950944,0.15309671897624888,0.45685625076293945,0.09095597267150879
500,0.0,3.84,1.2,1,1,1,6,0.06931155346475508,0.15853325116708447,0.6376864910125732,0.07625102996826172
500,0.0,3.84,1.2,1,1,1,7,0.06966332542356735,0.15235830407536566,0.39139890670776367,0.07689547538757324
500,0.0,3.84,1.2,1,1,1,8,0.06781251685426745,0.15086764513073395,0.33057403564453125,0.06339478492736816
500,0.0,3.84,1.2,1,1,1,9,0.07529452286221627,0.15185748365739882,0.4998779296875,0.09743976593017578
500,0.0,3.84,1.2,1,1,1,10,0.07348307789869482,0.1723269677755267,0.6602404117584229,0.1174013614654541
500,0.0,3.84,1.2,1,1,1,11,0.0746420021574358,0.1512261079331194,0.8039095401763916,0.15494108200073242
500,0.0,3.84,1.2,1,1,1,12,0.07619118120385777,0.15929514347165055,0.5411312580108643,0.10706090927124023
500,0.0,3.84,1.2,1,1,1,13,0.06800900141084075,0.16921131015831783,0.5707392692565918,0.09450149536132812
500,0.0,3.84,1.2,1,1,1,14,0.08245224345676566,0.1508343031424288,0.555687427520752,0.09915709495544434
500,0.0,3.84,1.2,1,1,1,15,0.07358364914447874,0.148141117089561,0.5216426849365234,0.08862423896789551
500,0.0,3.84,1.2,1,1,1,16,0.06786131129463303,0.1500333378459263,0.5315062999725342,0.10868525505065918
500,0.0,3.84,1.2,1,1,1,17,0.07479145865227964,0.13328753781546343,0.6494078636169434,0.12624573707580566
500,0.0,3.84,1.2,1,1,1,18,0.06775545734985346,0.18257191036468867,0.4909181594848633,0.11265778541564941
500,0.0,3.84,1.2,1,1,1,19,0.09231911410154195,0.14733996200429175,0.48014187812805176,0.11446857452392578
500,0.0,3.84,1.2,1,1,1,20,0.06553967064853704,0.15913944993410428,0.5038492679595947,0.10877418518066406
500,0.0,3.84,1.2,1,1,1,21,0.07681855034570081,0.1581769020992374,0.503093957901001,0.09395194053649902
500,0.0,3.84,1.2,1,1,1,22,0.08599717433154996,0.14321861512085585,0.5917751789093018,0.12449955940246582
500,0.0,3.84,1.2,1,1,1,23,0.06744062391736573,0.1487320241932206,0.6106216907501221,0.11369037628173828
500,0.0,3.84,1.2,1,1,1,24,0.07013827238955286,0.14500576349880048,0.5201573371887207,0.11821103096008301
500,0.2,3.84,1.2,1,1,1,0,0.08126269481878315,0.13400545403552466,0.4975910186767578,0.11337089538574219
500,0.2,3.84,1.2,1,1,1,1,0.0719376203994796,0.15228112259569823,0.4956228733062744,0.1045675277709961
500,0.2,3.84,1.2,1,1,1,2,0.07727904200738428,0.15465945455745647,0.5385067462921143,0.10613226890563965
500,0.2,3.84,1.2,1,1,1,3,0.07858328317146263,0.14520029139635818,0.6023955345153809,0.13155174255371094
500,0.2,3.84,1.2,1,1,1,4,0.07947256098098349,0.14934246278476226,0.5063982009887695,0.10256028175354004
500,0.2,3.84,1.2,1,1,1,5,0.07508285345288553,0.17670407341576977,0.61238694190979,0.12488150596618652
500,0.2,3.84,1.2,1,1,1,6,0.07811270295829698,0.15552306429842386,0.6527736186981201,0.12733936309814453
500,0.2,3.84,1.2,1,1,1,7,0.08071536751082925,0.1649425389426973,0.5013160705566406,0.1032719612121582
500,0.2,3.84,1.2,1,1,1,8,0.07717645264884254,0.16740566728222203,0.6066501140594482,0.12389659881591797
500,0.2,3.84,1.2,1,1,1,9,0.06873103229336613,0.16555697976696812,0.6336286067962646,0.13094234466552734
500,0.2,3.84,1.2,1,1,1,10,0.07039864398352046,0.16594081374097894,0.6078526973724365,0.12581872940063477
500,0.2,3.84,1.2,1,1,1,11,0.07792911770715363,0.14624539513734244,0.542325496673584,0.1094655990600586
500,0.2,3.84,1.2,1,1,1,12,0.07298660524557708,0.18460861211252091,0.48474645614624023,0.09306502342224121
500,0.2,3.84,1.2,1,1,1,13,0.07518506421771605,0.14956248742944458,0.5163898468017578,0.11304879188537598
500,0.2,3.84,1.2,1,1,1,14,0.07279280178738291,0.15627553651235268,0.6636331081390381,0.12320852279663086
500,0.2,3.84,1.2,1,1,1,15,0.06853737105340364,0.15794955120527412,0.5715126991271973,0.10059380531311035
500,0.2,3.84,1.2,1,1,1,16,0.07577817165986198,0.13832543946278825,0.5114297866821289,0.09001302719116211
500,0.2,3.84,1.2,1,1,1,17,0.08598080557122698,0.15218010451110256,0.5009434223175049,0.09648799896240234
500,0.2,3.84,1.2,1,1,1,18,0.0868727687103542,0.14972242535381547,0.49770641326904297,0.08824872970581055
500,0.2,3.84,1.2,1,1,1,19,0.07099724339174829,0.16806714699029265,0.6646544933319092,0.11760091781616211
500,0.2,3.84,1.2,1,1,1,20,0.07652336001709951,0.16273010244890393,0.556495189666748,0.1027076244354248
500,0.2,3.84,1.2,1,1,1,21,0.07474557280241814,0.15484117103859876,0.5557534694671631,0.10051894187927246
500,0.2,3.84,1.2,1,1,1,22,0.06806432306669075,0.17080515589852177,0.4954509735107422,0.09103822708129883
500,0.2,3.84,1.2,1,1,1,23,0.07038535687556852,0.16071854955287274,0.5079421997070312,0.09355878829956055
500,0.2,3.84,1.2,1,1,1,24,0.073146084675473,0.17762715738665075,0.4893064498901367,0.1006617546081543
500,0.4,3.84,1.2,1,1,1,0,0.07966892504472918,0.15868020820394707,0.5758287906646729,0.14252710342407227
500,0.4,3.84,1.2,1,1,1,1,0.08364818614172219,0.15726360459430333,0.6611602306365967,0.12266659736633301
500,0.4,3.84,1.2,1,1,1,2,0.0769199012338026,0.1656064112517868,0.5455515384674072,0.0985572338104248
500,0.4,3.84,1.2,1,1,1,3,0.08029983654125326,0.1608812511754051,0.48912596702575684,0.09902477264404297
500,0.4,3.84,1.2,1,1,1,4,0.07994569737060127,0.14665294345600577,0.5040640830993652,0.09807205200195312
500,0.4,3.84,1.2,1,1,1,5,0.08244398867561335,0.16595668446992667,0.6037123203277588,0.13313508033752441
500,0.4,3.84,1.2,1,1,1,6,0.09906035365820862,0.17359227015467701,0.5772981643676758,0.09560012817382812
500,0.4,3.84,1.2,1,1,1,7,0.07781813200707938,0.16740216776158995,0.5067999362945557,0.09446835517883301
500,0.4,3.84,1.2,1,1,1,8,0.08049269716509093,0.14609916417343233,0.5070908069610596,0.09749245643615723
500,0.4,3.84,1.2,1,1,1,9,0.08102924919889276,0.14603946315136473,0.507648229598999,0.08445358276367188
500,0.4,3.84,1.2,1,1,1,10,0.08496628135566904,0.16484322927515965,0.488955020904541,0.0945432186126709
500,0.4,3.84,1.2,1,1,1,11,0.09073108608886157,0.13778180211205787,0.6304066181182861,0.11311888694763184
500,0.4,3.84,1.2,1,1,1,12,0.08318163198655071,0.15867128896323665,0.5014228820800781,0.10496640205383301
