n,s1,1_p_s2,s2,beta,q,sqrt_q,rep_no,eigen_mat_rerr,eigen_mat_terr,eigen_mat_ev_time,eigen_mat_cal_translation_time
500,2,0.0,0.0,1,1,1,0,0.2553410041567064,0.18185463894073736,0.40963077545166016,0.06551408767700195
500,2,0.0,0.0,1,1,1,1,0.2315714232405656,0.13496575980604222,0.39153218269348145,0.0641336441040039
500,2,0.0,0.0,1,1,1,2,0.24483307013394537,0.15277519657005126,0.32370996475219727,0.06443643569946289
500,2,0.0,0.0,1,1,1,3,0.24113494920918122,0.1262267689702309,0.33118271827697754,0.06451225280761719
500,2,0.0,0.0,1,1,1,4,0.2239877430401383,0.13425248150460303,0.3976922035217285,0.07551741600036621
500,2,0.0,0.0,1,1,1,5,0.2385425293953385,0.13928125100798458,0.362102746963501,0.07050585746765137
500,2,0.0,0.0,1,1,1,6,0.22493044370918408,0.1908117693301723,0.3206801414489746,0.06401896476745605
500,2,0.0,0.0,1,1,1,7,0.21416663199949354,0.16821947986654892,0.33512091636657715,0.06520938873291016
500,2,0.0,0.0,1,1,1,8,0.2331465871029257,0.18743896797546464,0.3667774200439453,0.06450986862182617
500,2,0.0,0.0,1,1,1,9,0.23984445212095015,0.1390244924107412,0.3240804672241211,0.07651972770690918
500,2,0.0,0.0,1,1,1,10,0.24697333437280847,0.15614873453021447,0.32521820068359375,0.0654916763305664
500,2,0.0,0.0,1,1,1,11,0.23497158911696797,0.14903240470085205,0.3961334228515625,0.07450222969055176
500,2,0.0,0.0,1,1,1,12,0.20546991462152803,0.18258614841333903,0.35059618949890137,0.06348490715026855
500,2,0.0,0.0,1,1,1,13,0.2187456819440647,0.11119293122076897,0.3281240463256836,0.07500004768371582
500,2,0.0,0.0,1,1,1,14,0.24344668361752078,0.11686305575634934,0.3325686454772949,0.06549072265625
500,2,0.0,0.0,1,1,1,15,0.25020527166842016,0.17751618810271028,0.33252716064453125,0.06371068954467773
500,2,0.0,0.0,1,1,1,16,0.2489264722109094,0.13132860739324997,0.34308815002441406,0.06500506401062012
500,2,0.0,0.0,1,1,1,17,0.20363440155276216,0.14920039615578434,0.3311474323272705,0.07554888725280762
500,2,0.0,0.0,1,1,1,18,0.25960047667508157,0.1562889684117273,0.32806825637817383,0.0670008659362793
500,2,0.0,0.0,1,1,1,19,0.2098882897355468,0.14498300175448017,0.397172212600708,0.07852959632873535
500,2,0.0,0.0,1,1,1,20,0.22885054104579075,0.15113700161751215,0.3760976791381836,0.06480669975280762
500,2,0.0,0.0,1,1,1,21,0.21846946851384122,0.14436981158984558,0.3241283893585205,0.0750274658203125
500,2,0.0,0.0,1,1,1,22,0.20795278217921503,0.1446941799308752,0.3378143310546875,0.06402993202209473
500,2,0.0,0.0,1,1,1,23,0.22832739246832842,0.1202722231923665,0.3135554790496826,0.0615077018737793
500,2,0.0,0.0,1,1,1,24,0.23304860833911534,0.17126827202128067,0.3521087169647217,0.06449413299560547
500,2,0.44000000000000006,0.2,1,1,1,0,0.22191947247241914,0.13873158832319252,0.3916332721710205,0.07468032836914062
