n,s1,1_p_s2,s2,beta,q,sqrt_q,rep_no,eigen_mat_rerr,eigen_mat_terr,eigen_mat_ev_time,eigen_mat_cal_translation_time
500,0.4,0.0,0.0,1,1,1,0,0.045195137507532165,0.030790961592492415,0.3466618061065674,0.06448912620544434
500,0.4,0.0,0.0,1,1,1,1,0.04340183904689481,0.03516580568929856,0.3792092800140381,0.06388735771179199
500,0.4,0.0,0.0,1,1,1,2,0.04997354678375328,0.025626581997779358,0.37435007095336914,0.07644462585449219
500,0.4,0.0,0.0,1,1,1,3,0.046571549798675026,0.02943646074082198,0.3998398780822754,0.07299494743347168
500,0.4,0.0,0.0,1,1,1,4,0.046450000948987276,0.029098892189650265,0.33562135696411133,0.0729677677154541
500,0.4,0.0,0.0,1,1,1,5,0.0375536081847924,0.02709798719215512,0.386488676071167,0.07974863052368164
500,0.4,0.0,0.0,1,1,1,6,0.04257536517972132,0.03044872474380068,0.32362818717956543,0.07728862762451172
500,0.4,0.0,0.0,1,1,1,7,0.05204806619279648,0.02406659533382497,0.32813310623168945,0.06321072578430176
500,0.4,0.0,0.0,1,1,1,8,0.050853483210113314,0.03274570279925137,0.359372615814209,0.07288312911987305
500,0.4,0.0,0.0,1,1,1,9,0.05326858452825202,0.026838878784670794,0.3177618980407715,0.06347942352294922
500,0.4,0.0,0.0,1,1,1,10,0.045349643284177586,0.03575432226564181,0.32454681396484375,0.06302690505981445
500,0.4,0.0,0.0,1,1,1,11,0.04843990990812417,0.026782760864343752,0.34610867500305176,0.06303238868713379
500,0.4,0.0,0.0,1,1,1,12,0.04956747118574776,0.02529184629798934,0.3605813980102539,0.07231736183166504
500,0.4,0.0,0.0,1,1,1,13,0.045946359373416325,0.026673706975032345,0.373974084854126,0.07586431503295898
500,0.4,0.0,0.0,1,1,1,14,0.04494503475703942,0.023581644775355393,0.30352783203125,0.06450843811035156
500,0.4,0.0,0.0,1,1,1,15,0.042441672311559465,0.022469477392397706,0.33788323402404785,0.06503081321716309
500,0.4,0.0,0.0,1,1,1,16,0.038008766250727445,0.029355518456351364,0.3320438861846924,0.07464051246643066
500,0.4,0.0,0.0,1,1,1,17,0.044368838939908804,0.0407376842515005,0.3006713390350342,0.06319689750671387
500,0.4,0.0,0.0,1,1,1,18,0.05171122846107957,0.031527852746227165,0.35053110122680664,0.06633806228637695
500,0.4,0.0,0.0,1,1,1,19,0.0475109670120427,0.029240811027657496,0.33707642555236816,0.07630109786987305
500,0.4,0.0,0.0,1,1,1,20,0.04676583633309313,0.03199934246184017,0.3772847652435303,0.07595968246459961
500,0.4,0.0,0.0,1,1,1,21,0.04596217429544184,0.0327714997850824,0.3271656036376953,0.06543803215026855
500,0.4,0.0,0.0,1,1,1,22,0.041848343608869173,0.03921935295981301,0.3899655342102051,0.06915616989135742
500,0.4,0.0,0.0,1,1,1,23,0.04977440578400628,0.028685562245778323,0.3352370262145996,0.07555222511291504
500,0.4,0.0,0.0,1,1,1,24,0.045266081701904326,0.024197061556794984,0.3359801769256592,0.06394100189208984
500,0.4,0.44000000000000006,0.2,1,1,1,0,0.051435674301397574,0.03208046694374719,0.33724451065063477,0.06668210029602051
500,0.4,0.44000000000000006,0.2,1,1,1,1,0.04657958428629656,0.04185133457602017,0.3723466396331787,0.06300592422485352
500,0.4,0.44000000000000006,0.2,1,1,1,2,0.04429612610301397,0.03050100179489503,0.37247276306152344,0.08251476287841797
500,0.4,0.44000000000000006,0.2,1,1,1,3,0.04432368237157585,0.03582389612116131,0.36177825927734375,0.06547689437866211
500,0.4,0.44000000000000006,0.2,1,1,1,4,0.046049755686204674,0.034708027828623665,0.34072375297546387,0.06490015983581543
500,0.4,0.44000000000000006,0.2,1,1,1,5,0.04713256967881849,0.041160428667457824,0.3840508460998535,0.07154560089111328
500,0.4,0.44000000000000006,0.2,1,1,1,6,0.04485534312617851,0.03719051867325373,0.409130334854126,0.0765833854675293
500,0.4,0.44000000000000006,0.2,1,1,1,7,0.041102966262641705,0.04137719245986844,0.34700465202331543,0.06551218032836914
500,0.4,0.44000000000000006,0.2,1,1,1,8,0.05075747638481315,0.050011096304442046,0.3806424140930176,0.08416438102722168
500,0.4,0.44000000000000006,0.2,1,1,1,9,0.04270796614418642,0.0390072838366282,0.33195066452026367,0.0734858512878418
500,0.4,0.44000000000000006,0.2,1,1,1,10,0.04318994986529416,0.03316039789908998,0.5223333835601807,0.11584973335266113
500,0.4,0.44000000000000006,0.2,1,1,1,11,0.04477342243234535,0.03389201467287743,0.5044145584106445,0.09361743927001953
500,0.4,0.44000000000000006,0.2,1,1,1,12,0.04217685666721556,0.03844813571520567,0.48763418197631836,0.09255242347717285
500,0.4,0.44000000000000006,0.2,1,1,1,13,0.04460206092156892,0.037412513108842416,0.48708343505859375,0.10164332389831543
500,0.4,0.44000000000000006,0.2,1,1,1,14,0.051712398080273086,0.035765354923373606,0.49231791496276855,0.11019253730773926
500,0.4,0.44000000000000006,0.2,1,1,1,15,0.04336947919540279,0.035266053539612346,0.5435576438903809,0.12047290802001953
