n,s1,1_p_s2,s2,beta,q,sqrt_q,rep_no,eigen_mat_rerr,eigen_mat_terr,eigen_mat_ev_time,eigen_mat_cal_translation_time
500,0.0,0.44000000000000006,0.2,1,1,1,0,0.011871366713233068,0.02664007680466688,0.35311317443847656,0.07563304901123047
500,0.0,0.44000000000000006,0.2,1,1,1,1,0.011449584962405964,0.027443254908443036,0.3381953239440918,0.05944538116455078
500,0.0,0.44000000000000006,0.2,1,1,1,2,0.011349699463186359,0.026061885354080647,0.3321704864501953,0.058487892150878906
500,0.0,0.44000000000000006,0.2,1,1,1,3,0.010481617198667387,0.027697822263496326,0.32851433753967285,0.0621335506439209
500,0.0,0.44000000000000006,0.2,1,1,1,4,0.013024046350465389,0.02957202790549655,0.35927820205688477,0.06313204765319824
500,0.0,0.44000000000000006,0.2,1,1,1,5,0.012921046411351408,0.024850028090039465,0.31458163261413574,0.07216644287109375
500,0.0,0.44000000000000006,0.2,1,1,1,6,0.011942271068622138,0.029635982749338326,0.38292551040649414,0.06406569480895996
500,0.0,0.44000000000000006,0.2,1,1,1,7,0.012168168438572232,0.025073384025328105,0.3247392177581787,0.05547738075256348
500,0.0,0.44000000000000006,0.2,1,1,1,8,0.0120641273756437,0.02320700095044196,0.34101152420043945,0.06675958633422852
500,0.0,0.44000000000000006,0.2,1,1,1,9,0.011236772692614853,0.02579155271025571,0.3365027904510498,0.05701088905334473
500,0.0,0.44000000000000006,0.2,1,1,1,10,0.012793913184859496,0.024359312924158667,0.33844971656799316,0.06154227256774902
500,0.0,0.44000000000000006,0.2,1,1,1,11,0.011036189165186101,0.024741136698919686,0.33056211471557617,0.06859946250915527
500,0.0,0.44000000000000006,0.2,1,1,1,12,0.012789986448431469,0.02548649715462698,0.34586453437805176,0.0737006664276123
500,0.0,0.44000000000000006,0.2,1,1,1,13,0.012785966678914141,0.02982553956559541,0.38665080070495605,0.06662821769714355
500,0.0,0.44000000000000006,0.2,1,1,1,14,0.011277970213514189,0.02531664225237012,0.3366668224334717,0.06297707557678223
500,0.0,0.44000000000000006,0.2,1,1,1,15,0.012851282807134485,0.028771516432299287,0.34826183319091797,0.05695915222167969
500,0.0,0.44000000000000006,0.2,1,1,1,16,0.012410069402614137,0.026944471285475315,0.32552385330200195,0.06152963638305664
500,0.0,0.44000000000000006,0.2,1,1,1,17,0.013824161972828717,0.0293416259610631,0.30893826484680176,0.07272601127624512
500,0.0,0.44000000000000006,0.2,1,1,1,18,0.012072557985286978,0.024529272636941497,0.3150007724761963,0.05580449104309082
500,0.0,0.44000000000000006,0.2,1,1,1,19,0.012953100131404474,0.03212681906012628,0.3339824676513672,0.07555866241455078
500,0.0,0.44000000000000006,0.2,1,1,1,20,0.013298996631655253,0.027711323050558404,0.38112902641296387,0.07862067222595215
500,0.0,0.44000000000000006,0.2,1,1,1,21,0.011380165267520797,0.02829499245964857,0.4553360939025879,0.09591388702392578
500,0.0,0.44000000000000006,0.2,1,1,1,22,0.012601720406272754,0.025193211170786167,0.5311918258666992,0.11603593826293945
500,0.0,0.44000000000000006,0.2,1,1,1,23,0.01165206116758072,0.03323970340821486,0.6048805713653564,0.12763643264770508
500,0.0,0.44000000000000006,0.2,1,1,1,24,0.011603776206680625,0.028065257528976307,0.5328388214111328,0.09852409362792969
500,0.2,0.44000000000000006,0.2,1,1,1,0,0.02407366004958455,0.028474568374033404,0.6067183017730713,0.1253068447113037
500,0.2,0.44000000000000006,0.2,1,1,1,1,0.025751711170941848,0.02650979867375869,0.5347528457641602,0.11431026458740234
500,0.2,0.44000000000000006,0.2,1,1,1,2,0.026181339215120697,0.027261670429057257,0.5103249549865723,0.11319708824157715
500,0.2,0.44000000000000006,0.2,1,1,1,3,0.022141195822135862,0.031293753503936886,0.47337770462036133,0.1158285140991211
500,0.2,0.44000000000000006,0.2,1,1,1,4,0.022387303145102525,0.028951311215065088,0.48778462409973145,0.10268497467041016
500,0.2,0.44000000000000006,0.2,1,1,1,5,0.027939134410498973,0.031313831837974884,0.4691309928894043,0.10252976417541504
500,0.2,0.44000000000000006,0.2,1,1,1,6,0.02462299516163021,0.02650117634071613,0.5272188186645508,0.1087636947631836
500,0.2,0.44000000000000006,0.2,1,1,1,7,0.02391689329572878,0.028524519420416564,0.5190374851226807,0.09064555168151855
500,0.2,0.44000000000000006,0.2,1,1,1,8,0.024514684536145494,0.03129399413450986,0.5303716659545898,0.09803223609924316
500,0.2,0.44000000000000006,0.2,1,1,1,9,0.02479182350464,0.02408669518683165,0.462475061416626,0.104217529296875
500,0.2,0.44000000000000006,0.2,1,1,1,10,0.02151030763712613,0.02857982897322747,0.45493459701538086,0.09369134902954102
500,0.2,0.44000000000000006,0.2,1,1,1,11,0.026982965394558567,0.025617968360618668,0.5597996711730957,0.11838126182556152
500,0.2,0.44000000000000006,0.2,1,1,1,12,0.02694570894467732,0.03428334191920447,0.6353588104248047,0.12325406074523926
500,0.2,0.44000000000000006,0.2,1,1,1,13,0.024923659912145343,0.03171897868653048,0.5204784870147705,0.09910058975219727
500,0.2,0.44000000000000006,0.2,1,1,1,14,0.023224622238937984,0.029820990474558738,0.5477759838104248,0.0991966724395752
500,0.2,0.44000000000000006,0.2,1,1,1,15,0.02470605241316411,0.025786865239458934,0.513648509979248,0.10190224647521973
500,0.2,0.44000000000000006,0.2,1,1,1,16,0.029285509116976208,0.026855440198870942,0.46404600143432617,0.09143495559692383
500,0.2,0.44000000000000006,0.2,1,1,1,17,0.02835922565496033,0.02749075450225919,0.7042107582092285,0.14792275428771973
500,0.2,0.44000000000000006,0.2,1,1,1,18,0.031841110620986136,0.027905823629648777,0.5854332447052002,0.14171123504638672
500,0.2,0.44000000000000006,0.2,1,1,1,19,0.02296617251263693,0.027531082542470487,0.5455849170684814,0.11008024215698242
500,0.2,0.44000000000000006,0.2,1,1,1,20,0.024421560053051468,0.031162711494175176,0.5241949558258057,0.09499812126159668
500,0.2,0.44000000000000006,0.2,1,1,1,21,0.025465679732149846,0.027426974258151837,0.5055546760559082,0.09725189208984375
500,0.2,0.44000000000000006,0.2,1,1,1,22,0.026329337580352323,0.026668997337627443,0.6157867908477783,0.13428759574890137
