n,s1,1_p_s2,s2,beta,q,sqrt_q,rep_no,eigen_mat_rerr,eigen_mat_terr,eigen_mat_ev_time,eigen_mat_cal_translation_time
500,0.0,0.44000000000000006,0.2,1,1,1,0,1.90158868241915e-14,0.025462585003630512,0.35756468772888184,0.08051419258117676
500,0.0,0.44000000000000006,0.2,1,1,1,1,1.417024753692954e-14,0.026213718133503653,0.3393063545227051,0.07098269462585449
500,0.0,0.44000000000000006,0.2,1,1,1,2,8.306711002287736e-15,0.0243515989316397,0.29470014572143555,0.059038639068603516
500,0.0,0.44000000000000006,0.2,1,1,1,3,1.1819867566169401e-14,0.026640338526884265,0.2752878665924072,0.05500388145446777
500,0.0,0.44000000000000006,0.2,1,1,1,4,9.89962292778612e-15,0.023447529167631386,0.2996335029602051,0.06000113487243652
500,0.0,0.44000000000000006,0.2,1,1,1,5,1.3638194295657019e-14,0.0276456621628897,0.30038022994995117,0.05650925636291504
500,0.0,0.44000000000000006,0.2,1,1,1,6,7.928012156000974e-15,0.02348662419173796,0.2849154472351074,0.051982879638671875
500,0.0,0.44000000000000006,0.2,1,1,1,7,7.580197732715423e-15,0.024495220146873758,0.31223201751708984,0.06751179695129395
500,0.0,0.44000000000000006,0.2,1,1,1,8,1.3821552094453907e-14,0.023626159870871112,0.33754849433898926,0.07264280319213867
500,0.0,0.44000000000000006,0.2,1,1,1,9,9.529968940951021e-15,0.02328734850230604,0.29413485527038574,0.061058998107910156
500,0.0,0.44000000000000006,0.2,1,1,1,10,1.246031381008361e-14,0.026674161824676294,0.2825813293457031,0.061495065689086914
500,0.0,0.44000000000000006,0.2,1,1,1,11,1.3138864775930138e-14,0.024422570609050353,0.2804431915283203,0.05500054359436035
