n,s1,1_p_s2,s2,beta,q,sqrt_q,rep_no,eigen_mat_rerr,eigen_mat_terr,eigen_mat_gerr,eigen_mat_ev_time,eigen_mat_cal_translation_time
500,1,0.0,0.0,1,1,1,0,0.171278321972103,0.1407662301023511,0.28972615825224923,0.3436911106109619,0.08614206314086914
500,1,0.0,0.0,1,1,1,1,0.18607985496949442,0.1601711459100423,0.3382803705475729,0.35421252250671387,0.07423257827758789
500,1,0.0,0.0,1,1,1,2,0.17395608283770156,0.13050639185835822,0.26919816424608695,0.39929842948913574,0.07507133483886719
500,1,0.0,0.0,1,1,1,3,0.18393260295654668,0.12597439125554566,0.255401694322873,0.35779333114624023,0.08356046676635742
500,1,0.0,0.0,1,1,1,4,0.16268774826057603,0.12287958687350897,0.273330857003541,0.33803868293762207,0.07480049133300781
500,1,0.0,0.0,1,1,1,5,0.1640353269855196,0.16386018729845558,0.28451491115434857,0.3743431568145752,0.07281851768493652
500,1,0.0,0.0,1,1,1,6,0.17934453076876197,0.15851953457608037,0.30040380435381564,0.34036922454833984,0.07375073432922363
500,1,0.0,0.0,1,1,1,7,0.19187755325038117,0.1210387806727949,0.3129163339231761,0.38995790481567383,0.07722258567810059
500,1,0.0,0.0,1,1,1,8,0.1866597396556608,0.18708116969575941,0.33672893190101194,0.44194936752319336,0.08276772499084473
500,1,0.0,0.0,1,1,1,9,0.18025730015432534,0.10940966155606371,0.266877023756404,0.34289979934692383,0.07252621650695801
500,1,0.0,0.0,1,1,1,10,0.1620949091993226,0.12724729614672645,0.2587757689226027,0.4555549621582031,0.08342432975769043
500,1,0.0,0.0,1,1,1,11,0.18010306113459687,0.13490827851312906,0.280031738375412,0.405303955078125,0.07323312759399414
500,1,0.0,0.0,1,1,1,12,0.182993352139248,0.1396321827072464,0.30084068197497194,0.3416743278503418,0.07702207565307617
500,1,0.0,0.0,1,1,1,13,0.16624075937026256,0.15706627488075217,0.30803117960898796,0.33344507217407227,0.07443976402282715
500,1,0.0,0.0,1,1,1,14,0.19286790801289044,0.15527900485060697,0.3116828931554258,0.37709760665893555,0.07482719421386719
500,1,0.0,0.0,1,1,1,15,0.16486660802367117,0.1480302952949452,0.2797409805526497,0.3421907424926758,0.07397961616516113
500,1,0.0,0.0,1,1,1,16,0.19465081447742755,0.13608289586309583,0.31408952118187683,0.3382747173309326,0.07500910758972168
500,1,0.0,0.0,1,1,1,17,0.18404461773297823,0.1617047398441692,0.3239009380493626,0.3673825263977051,0.07301664352416992
500,1,0.0,0.0,1,1,1,18,0.1897496009912918,0.12902995951220986,0.23559971263733603,0.35456275939941406,0.07593441009521484
500,1,0.0,0.0,1,1,1,19,0.17754483700189755,0.17120592511959568,0.2970328592603738,0.3439359664916992,0.07701563835144043
500,1,0.0,0.0,1,1,1,20,0.20108631518363396,0.14721727130080464,0.28247730510760055,0.38333821296691895,0.07645988464355469
500,1,0.0,0.0,1,1,1,21,0.17024907750145665,0.1519401800074069,0.2897833763498634,0.3444042205810547,0.07477450370788574
500,1,0.0,0.0,1,1,1,22,0.15752198144119503,0.12434999489328984,0.2545784711451276,0.3454549312591553,0.07491040229797363
500,1,0.0,0.0,1,1,1,23,0.17418552658547307,0.18405413724727215,0.3484574954747436,0.4782447814941406,0.12238860130310059
500,1,0.0,0.0,1,1,1,24,0.21470494881383917,0.12075890978565366,0.2961112498642336,0.5668234825134277,0.11387038230895996
500,1,0.44000000000000006,0.2,1,1,1,0,0.1655626781132522,0.1477280401569842,0.272017578290105,0.5698287487030029,0.10936689376831055
500,1,0.44000000000000006,0.2,1,1,1,1,0.1907305358449035,0.13284365925828776,0.3225970072084274,0.57920241355896,0.14125919342041016
500,1,0.44000000000000006,0.2,1,1,1,2,0.19508279327639216,0.12224942431808386,0.259037426364787,0.557206392288208,0.12937474250793457
500,1,0.44000000000000006,0.2,1,1,1,3,0.18267282961746428,0.16548093623597304,0.3255789622763635,0.6457901000976562,0.14888882637023926
500,1,0.44000000000000006,0.2,1,1,1,4,0.18051384770238924,0.12252339902914623,0.25954107835016665,0.5404806137084961,0.11847066879272461
500,1,0.44000000000000006,0.2,1,1,1,5,0.1814670130428336,0.1497064280702807,0.3311734411131143,0.6186482906341553,0.12548470497131348
500,1,0.44000000000000006,0.2,1,1,1,6,0.16285458850513115,0.133826229447734,0.26377559822972835,0.5576598644256592,0.12671494483947754
500,1,0.44000000000000006,0.2,1,1,1,7,0.1797073983840998,0.1076103006243548,0.25357433351915776,0.6119997501373291,0.1228325366973877
500,1,0.44000000000000006,0.2,1,1,1,8,0.18588004865288002,0.14954932164616414,0.3079619621897626,0.5755455493927002,0.11792731285095215
500,1,0.44000000000000006,0.2,1,1,1,9,0.17657713852871784,0.13532200904725944,0.27501309079558334,0.8546125888824463,0.15196514129638672
500,1,0.44000000000000006,0.2,1,1,1,10,0.19141238954754206,0.2472257794022801,0.42267707599538207,0.5132005214691162,0.12040925025939941
500,1,0.44000000000000006,0.2,1,1,1,11,0.20779181370037958,0.13690403995345682,0.34469585365383637,0.538729190826416,0.1235356330871582
500,1,0.44000000000000006,0.2,1,1,1,12,0.15536564536685626,0.15138534397222989,0.2819393570641815,0.5636019706726074,0.1244349479675293
500,1,0.44000000000000006,0.2,1,1,1,13,0.15800090146995383,0.14762827181532515,0.2827448051937689,0.6047806739807129,0.12334060668945312
500,1,0.44000000000000006,0.2,1,1,1,14,0.15788868116545218,0.1263390246718053,0.259415377679875,0.6042838096618652,0.12450003623962402
500,1,0.44000000000000006,0.2,1,1,1,15,0.1710865520409353,0.1457880390785062,0.30612602395601407,0.5795469284057617,0.11310601234436035
500,1,0.44000000000000006,0.2,1,1,1,16,0.19578221586727432,0.13183772605825228,0.28668572221127275,0.6044507026672363,0.11468672752380371
500,1,0.44000000000000006,0.2,1,1,1,17,0.1683859765783033,0.1546067288967334,0.27641547903947494,0.5479123592376709,0.11204648017883301
500,1,0.44000000000000006,0.2,1,1,1,18,0.1681920957199675,0.17606945402986787,0.30650438518043005,0.4992673397064209,0.11277103424072266
