n,s1,1_p_s2,s2,beta,q,sqrt_q,rep_no,eigen_mat_rerr,eigen_mat_terr,eigen_mat_ev_time,eigen_mat_cal_translation_time
500,0.0,3,1,1,1,1,0,0.05912515751429914,0.12092658506346717,0.3393058776855469,0.0634927749633789
500,0.0,3,1,1,1,1,1,0.06287572360513045,0.15534789174705946,0.34189867973327637,0.07521629333496094
500,0.0,3,1,1,1,1,2,0.05805517458817807,0.15198161906716018,0.40061354637145996,0.0750739574432373
500,0.0,3,1,1,1,1,3,0.06528039506829193,0.11623268798980678,0.31325268745422363,0.05300331115722656
500,0.0,3,1,1,1,1,4,0.060877153158413966,0.11852830521938008,0.5255305767059326,0.0980684757232666
500,0.0,3,1,1,1,1,5,0.059474577596149776,0.13748116891879672,0.5270042419433594,0.1125187873840332
500,0.0,3,1,1,1,1,6,0.05722215367099279,0.14758776516139485,0.49649858474731445,0.11791586875915527
500,0.0,3,1,1,1,1,7,0.06126026893163834,0.13996626904580783,0.4756498336791992,0.0880286693572998
500,0.0,3,1,1,1,1,8,0.061158307769435136,0.12365511280006597,0.5116872787475586,0.10771560668945312
500,0.0,3,1,1,1,1,9,0.05979726508557852,0.1196355049063178,0.5208945274353027,0.10981941223144531
500,0.0,3,1,1,1,1,10,0.05733122906922737,0.13796784553618255,0.47721290588378906,0.10675668716430664
500,0.0,3,1,1,1,1,11,0.05933770248617013,0.14077897400886666,0.6130404472351074,0.13713860511779785
500,0.0,3,1,1,1,1,12,0.06107376448738901,0.13075020008354282,0.6545288562774658,0.12122821807861328
500,0.0,3,1,1,1,1,13,0.0618391810490811,0.11778839075246607,0.5195913314819336,0.09712505340576172
500,0.0,3,1,1,1,1,14,0.06283358223621906,0.1271760548316197,0.4805173873901367,0.09557080268859863
500,0.0,3,1,1,1,1,15,0.06693740345973939,0.13717321352652043,0.5203723907470703,0.10730767250061035
500,0.0,3,1,1,1,1,16,0.059324375529079175,0.14360994691614054,0.47574424743652344,0.10649847984313965
500,0.0,3,1,1,1,1,17,0.06032179321246275,0.10942115160979178,0.5627944469451904,0.12721824645996094
500,0.0,3,1,1,1,1,18,0.07516642731188816,0.1259984834740117,0.4602854251861572,0.09432363510131836
500,0.0,3,1,1,1,1,19,0.06512165530500044,0.1391151501095952,0.4708278179168701,0.10161852836608887
500,0.0,3,1,1,1,1,20,0.06204689549513367,0.1258242641979296,0.47893333435058594,0.09353351593017578
500,0.0,3,1,1,1,1,21,0.06587538899161446,0.1360030044496349,0.5460419654846191,0.09363865852355957
500,0.0,3,1,1,1,1,22,0.05717488033207938,0.1448632239691079,0.5293774604797363,0.10569977760314941
500,0.0,3,1,1,1,1,23,0.0531559838811048,0.14229011371108116,0.754589319229126,0.154005765914917
500,0.0,3,1,1,1,1,24,0.05760177847938945,0.13149895612541168,0.5063784122467041,0.10563039779663086
500,0.2,3,1,1,1,1,0,0.06114399520820741,0.1291768959031776,0.4623398780822754,0.09737324714660645
500,0.2,3,1,1,1,1,1,0.06821323656505739,0.12581977141879333,0.5253667831420898,0.09462785720825195
500,0.2,3,1,1,1,1,2,0.0634823895177911,0.13244904683750547,0.5170559883117676,0.09560823440551758
500,0.2,3,1,1,1,1,3,0.07424166584969012,0.11520005325319778,0.518390417098999,0.1262357234954834
500,0.2,3,1,1,1,1,4,0.060981724478579594,0.14773948314983676,0.5988912582397461,0.13701939582824707
500,0.2,3,1,1,1,1,5,0.06695250789058284,0.1321685565905322,0.4770784378051758,0.09963679313659668
500,0.2,3,1,1,1,1,6,0.07109197247296922,0.11967926074312946,0.4418911933898926,0.09459590911865234
500,0.2,3,1,1,1,1,7,0.06337272964594988,0.16206367101743155,0.4860658645629883,0.09903478622436523
500,0.2,3,1,1,1,1,8,0.0696552026492608,0.14195990444937515,0.4946446418762207,0.10851931571960449
500,0.2,3,1,1,1,1,9,0.05707260540602329,0.11759074852158004,0.49033641815185547,0.13305234909057617
500,0.2,3,1,1,1,1,10,0.07625578640779382,0.14196926890816325,0.5227160453796387,0.09050130844116211
500,0.2,3,1,1,1,1,11,0.06607768773424479,0.13818895265681733,0.47604990005493164,0.09704160690307617
500,0.2,3,1,1,1,1,12,0.0699088516925989,0.17739300756024118,0.5082552433013916,0.1131441593170166
500,0.2,3,1,1,1,1,13,0.06026583825378534,0.14128019316681506,0.4757816791534424,0.11050128936767578
500,0.2,3,1,1,1,1,14,0.06064468310215243,0.11579025317423282,0.5792701244354248,0.11926484107971191
500,0.2,3,1,1,1,1,15,0.0646148898247216,0.1549432661211665,0.48041415214538574,0.09643983840942383
500,0.2,3,1,1,1,1,16,0.0666813802969788,0.12301356126775413,0.4561924934387207,0.0885164737701416
500,0.2,3,1,1,1,1,17,0.06920844381182177,0.11500146604146508,0.4590907096862793,0.08851838111877441
500,0.2,3,1,1,1,1,18,0.06224790335333112,0.11664713293040586,0.5102238655090332,0.11652350425720215
500,0.2,3,1,1,1,1,19,0.06154076693439241,0.16235521325676677,0.5331435203552246,0.10924243927001953
500,0.2,3,1,1,1,1,20,0.06847030039651804,0.11558927719910067,0.8448967933654785,0.16408276557922363
500,0.2,3,1,1,1,1,21,0.06960262682489955,0.13918445945459687,0.5162043571472168,0.11554574966430664
500,0.2,3,1,1,1,1,22,0.06426173867918289,0.14278183671385478,0.5311474800109863,0.0995168685913086
500,0.2,3,1,1,1,1,23,0.06529369132114257,0.1114715447755915,0.5081238746643066,0.10049962997436523
500,0.2,3,1,1,1,1,24,0.07110906924540163,0.1499058484449716,0.5027420520782471,0.10548067092895508
500,0.4,3,1,1,1,1,0,0.07718265728762365,0.12422318876985691,0.668748140335083,0.1115267276763916
500,0.4,3,1,1,1,1,1,0.06718673435221245,0.12428825174335485,0.47808074951171875,0.10193228721618652
500,0.4,3,1,1,1,1,2,0.07178037249766224,0.11405603619946511,0.5259580612182617,0.1035163402557373
500,0.4,3,1,1,1,1,3,0.07120413164705551,0.11736457966618291,0.519890546798706,0.10450172424316406
500,0.4,3,1,1,1,1,4,0.06878462110972845,0.14224539154628227,0.4999418258666992,0.09952044486999512
500,0.4,3,1,1,1,1,5,0.07390423124696223,0.12529922196208915,0.5162622928619385,0.11452078819274902
500,0.4,3,1,1,1,1,6,0.08451560950367991,0.13571494859631913,0.580188512802124,0.11552953720092773
